arch,stage,T,picp_50,picp_90,picp_95,mpiw_90,ace,ence
GCN,before,1.0,0.9194347395317307,0.9910830682588517,0.9949418574333837,0.1302528563693795,0.29423724875101664,0.5638123389644238
GCN,after,0.43569174922722337,0.6314856338321948,0.9281778519406928,0.9486016234725626,0.05675009417533869,0.07908002001666838,0.1613513759680017
