arch,stage,T,picp_50,picp_90,picp_95,mpiw_90,ace,ence
GAT,before,1.0,0.8554344614207993,0.9739271001720812,0.9840607672385323,0.08983630373410423,0.23526126417885465,0.41085041662645494
GAT,after,0.642571255878832,0.7175609671307643,0.932384279779597,0.9517303714519129,0.05772622782445319,0.12028526496927518,0.22629910503487055
